Case Origin,Type,Category,Sub-Category,Station,Date/Time Opened,Date/Time Closed,Age (Days)
Website,Complaint,Police,Fare Evasion,C40 - Walnut Creek,3/9/18 16:44,3/13/18 15:50,4
Website,Complaint,Service,Scheduling,Y10 - San Francisco Int'l Airport,3/9/18 16:41,3/13/18 14:08,4
Phone,Complaint,Station Cleanliness,Parking Lots,A50 - Bay Fair (San Leandro),3/9/18 16:30,3/9/18 16:33,0
Phone,Complaint,Police,Lack of Presence - STA,M50 - 16th St. Mission (SF),3/9/18 15:45,3/9/18 15:45,0
Phone,Complaint,Station Cleanliness,Platform,M50 - 16th St. Mission (SF),3/9/18 14:59,3/9/18 15:45,0
Website,Complaint,Announcements,Announcements Misc.,,3/9/18 14:46,3/9/18 14:49,0
Phone,Complaint,Maintenance and Equipment,M&E Misc.,,3/9/18 14:29,3/13/18 15:31,4
Website,Complaint,Parking,Restrictions/Enforcement,C30 - Lafayette,3/9/18 14:06,3/13/18 14:56,4
Website,Complaint,Trains,Trains Misc.,,3/9/18 12:06,3/9/18 12:40,0
Phone,Complaint,Passenger Information,Inadequate/Incorrect,M60 - 24th St. Mission (SF),3/9/18 10:55,,33
Website,Complaint,Parking,Restrictions/Enforcement,,3/9/18 8:48,3/9/18 9:22,0
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,C10 - Rockridge (Oakland),3/9/18 8:15,3/9/18 8:45,0
Website,Complaint,Passenger Information,Inadequate/Incorrect,,43168.31875,43168.34306,0
Website,Complaint,Trains,Air Conditioning Inoperative,,43168.31528,43168.35208,0
Website,Complaint,Quality of Life,Unclean Individual,,43168.30347,43168.39167,0
Website,Complaint,AFC,Vendor Inoperative,A20 - Fruitvale (Oakland),43168.28125,43168.42222,0
Website,Complaint,Station Cleanliness,Platform,M90 - Daly City,43168.26597,43168.49583,0
Website,Complaint,Police,Lack of Police Response,,43168.24167,43168.53056,0
Website,Complaint,Police,Lack of Presence - Train,C80 - Pittsburg/Bay Point,43168.23472,43168.53819,0
Website,Complaint,AFC,Gate Malfunction,,3/9/18 1:06,3/13/18 13:44,4
Website,Complaint,Station Cleanliness,Parking Garage,M90 - Daly City,3/8/18 22:40,3/9/18 13:31,1
Website,Complaint,Service,Delays,K10 - 12th St. Oakland City Center,3/8/18 21:21,3/13/18 13:32,5
Website,Complaint,Police,Police Misc.,,3/8/18 21:00,3/13/18 11:16,5
Website,Complaint,Maintenance and Equipment,Escalator,M30 - Powell St. (SF),3/8/18 20:23,3/13/18 13:27,5
Website,Complaint,Policies,Policies Misc.,K30 - MacArthur (Oakland),3/8/18 19:21,3/13/18 13:22,5
Website,Complaint,Service,Service Misc.,,3/8/18 18:21,3/13/18 12:51,5
Website,Complaint,Trains,Air Conditioning Inoperative,,3/8/18 17:52,3/13/18 10:39,5
Website,Complaint,Policies,Operations,M40 - Civic Center/UN Plaza (SF),3/8/18 17:41,3/13/18 12:41,5
Website,Complaint,Police,Police Misc.,M70 - Glen Park (SF),3/8/18 17:10,3/13/18 12:29,5
Website,Complaint,Police,Lack of Presence - STA,A80 - Union City,3/8/18 16:34,3/13/18 10:34,5
Website,Complaint,Service,Delays,,3/8/18 12:20,3/13/18 11:02,5
Website,Complaint,Service,Delays,,3/8/18 12:12,3/13/18 11:59,5
Website,Complaint,Maintenance and Equipment,M&E Misc.,M40 - Civic Center/UN Plaza (SF),3/8/18 12:10,3/13/18 11:53,5
Email,Complaint,Service,Delays,K30 - MacArthur (Oakland),3/8/18 11:55,3/8/18 11:55,0
Website,Complaint,Parking,Parking Misc.,,3/8/18 11:13,3/8/18 17:57,0
Email,Complaint,Service,Crowded Trains,C70 - North Concord/Martinez,43167.41389,43167.41389,0
Website,Complaint,Quality of Life,Unclean Individual,,43167.36389,43172.48264,5
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43167.31736,43172.48056,5
Website,Complaint,Station Cleanliness,Facilities Maintenance Misc.,,43167.31042,43172.47986,5
Website,Complaint,Trains,Air Conditioning Inoperative,,43167.30764,43172.43056,5
Website,Complaint,Service,Crowded Trains,,43167.29514,43172.47778,5
Website,Complaint,Police,Lack of Presence - STA,M50 - 16th St. Mission (SF),43167.29028,43172.39375,5
Website,Complaint,Trains,Trains Misc.,,3/8/18 6:55,3/13/18 11:18,5
Website,Complaint,Station Cleanliness,Facilities Maintenance Misc.,L30 - Dublin/Pleasanton,3/8/18 5:38,3/13/18 10:04,5
Website,Complaint,Trains,Air Conditioning Inoperative,,3/7/18 22:05,3/13/18 9:44,5
Website,Complaint,Service,Timed Meet/Connection,,3/7/18 20:38,3/13/18 9:24,5
Website,Complaint,Maintenance and Equipment,M&E Misc.,M40 - Civic Center/UN Plaza (SF),3/7/18 19:00,3/13/18 10:33,6
Website,Complaint,Service,Dwell Time,C60 - Concord,3/7/18 18:19,3/13/18 10:19,6
Website,Complaint,Service,Delays,C60 - Concord,3/7/18 18:19,3/13/18 10:03,6
Website,Complaint,Police,Lack of Presence - Train,Y10 - San Francisco Int'l Airport,3/7/18 17:41,3/13/18 9:52,6
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,3/7/18 17:34,3/13/18 8:54,6
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,3/7/18 17:33,3/12/18 18:19,5
Phone,Complaint,Maintenance and Equipment,Elevator,M40 - Civic Center/UN Plaza (SF),3/7/18 17:09,3/7/18 17:11,0
Website,Complaint,Service,Service Misc.,M80 - Balboa Park (SF),3/7/18 17:08,3/12/18 18:15,5
Phone,Complaint,Police,Lack of Presence - STA,L30 - Dublin/Pleasanton,3/7/18 16:42,3/9/18 14:31,2
Website,Complaint,Maintenance and Equipment,Escalator,M20 - Montgomery St. (SF),3/7/18 16:06,3/7/18 17:01,0
Phone,Complaint,Maintenance and Equipment,M&E Misc.,,3/7/18 16:03,3/7/18 16:06,0
Phone,Complaint,Service,Delays,A90 - Fremont,3/7/18 15:20,3/7/18 15:21,0
Website,Complaint,Quality of Life,Transient,,43166.60625,43172.41528,6
Email,Complaint,Quality of Life,Unclean Individual,R20 - Downtown Berkeley,43166.59792,43189.3875,23
Website,Complaint,Quality of Life,Transient,,43166.54236,43166.59236,0
Website,Complaint,Police,Lack of Presence - STA,M50 - 16th St. Mission (SF),43166.42292,43166.42361,0
Website,Complaint,Maintenance and Equipment,Escalator,M20 - Montgomery St. (SF),43166.41875,43166.55625,0
Website,Complaint,Station Cleanliness,Platform,L30 - Dublin/Pleasanton,43166.40069,43166.54583,0
Website,Complaint,Bike Program,Bikes - Get Bikes Off Trains,,43166.34792,43166.42569,0
Website,Complaint,Train Cleanliness,Train Clean - Misc.,,3/7/18 7:48,3/7/18 12:23,0
Website,Complaint,Quality of Life,Transient,,3/7/18 7:33,3/7/18 11:33,0
Website,Complaint,Station Cleanliness,Platform,M30 - Powell St. (SF),3/7/18 7:11,3/7/18 10:47,0
Website,Complaint,Police,Lack of Presence - STA,C80 - Pittsburg/Bay Point,3/7/18 7:10,3/7/18 11:15,0
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,C40 - Walnut Creek,3/7/18 5:51,3/7/18 9:16,0
Website,Complaint,Trains,Trains Misc.,,3/6/18 23:14,3/7/18 15:00,1
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,3/6/18 22:26,3/13/18 9:50,6
Website,Complaint,Maintenance and Equipment,M&E Misc.,M40 - Civic Center/UN Plaza (SF),3/6/18 22:19,3/13/18 9:42,6
Website,Complaint,Announcements,Quality Train Announcements,,3/6/18 21:47,3/12/18 18:22,6
Website,Complaint,Service,Service Misc.,L30 - Dublin/Pleasanton,3/6/18 19:46,3/12/18 17:54,6
Website,Complaint,AFC,AFC Misc.,M20 - Montgomery St. (SF),3/6/18 18:35,3/12/18 17:36,6
Website,Complaint,Maintenance and Equipment,M&E Misc.,W30 - San Bruno,3/6/18 18:21,3/12/18 17:29,6
Website,Complaint,Service,Crowded Trains,,3/6/18 18:07,3/12/18 17:26,6
Website,Complaint,Trains,Trains Misc.,,3/6/18 17:52,3/12/18 17:11,6
Website,Complaint,Service,Service Misc.,W40 - Millbrae,3/6/18 17:45,3/12/18 16:58,6
Website,Complaint,Service,Service Misc.,,3/6/18 17:38,3/12/18 16:28,6
Website,Complaint,Service,Delays,,43165.71597,43171.59931,6
Website,Complaint,Service,Crowded Trains,,43165.7125,43171.58958,6
Website,Complaint,Policies,Policies Misc.,,43165.70833,43171.57639,6
Website,Complaint,Quality of Life,Transient,,43165.6375,43171.49097,6
Website,Complaint,Policies,Operations,W40 - Millbrae,43165.63542,43171.46875,6
Phone,Complaint,Policies,Refunds,K10 - 12th St. Oakland City Center,43165.58333,43165.58681,0
Website,Complaint,Police,Lack of Presence - Train,M30 - Powell St. (SF),43165.56597,43165.56597,0
Website,Complaint,Police,Lack of Presence - Train,R40 - El Cerrito Plaza,3/6/18 11:42,3/6/18 11:43,0
Website,Complaint,Quality of Life,Unclean Individual,,3/6/18 11:31,3/6/18 11:31,0
Website,Complaint,Quality of Life,Unclean Individual,,3/6/18 11:30,3/6/18 11:30,0
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,R40 - El Cerrito Plaza,3/6/18 11:15,3/6/18 11:42,0
Website,Complaint,Quality of Life,Unclean Individual,M30 - Powell St. (SF),3/6/18 10:45,3/6/18 13:34,0
Website,Complaint,Station Cleanliness,Platform,M40 - Civic Center/UN Plaza (SF),3/6/18 10:33,3/6/18 11:15,0
Website,Complaint,Quality of Life,Unclean Individual,,3/6/18 10:26,3/6/18 10:26,0
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,3/6/18 10:15,3/6/18 11:18,0
Website,Complaint,Maintenance and Equipment,M&E Misc.,C60 - Concord,3/6/18 9:40,3/12/18 11:08,6
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,3/6/18 8:14,3/12/18 11:01,6
Website,Complaint,Quality of Life,Unclean Individual,,3/6/18 7:28,3/6/18 11:39,0
Website,Complaint,AFC,Gate Malfunction,R50 - El Cerrito del Norte,3/6/18 6:52,3/6/18 11:08,0
Website,Complaint,Service,Service Misc.,A80 - Union City,3/6/18 6:32,3/7/18 9:26,1
Website,Complaint,Trains,Air Conditioning Inoperative,,3/6/18 6:21,3/12/18 10:47,6
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,3/6/18 5:42,3/6/18 11:29,0
Website,Complaint,AFC,Gate Malfunction,C80 - Pittsburg/Bay Point,3/6/18 5:21,3/6/18 10:49,0
Website,Complaint,Service,Crowded Trains,,43165.21875,43171.44722,6
Website,Complaint,Police,Lack of Presence - Train,,43164.90833,43165.4375,1
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43164.80417,43165.43403,1
Website,Complaint,Service,Delays,,43164.79792,43171.44514,7
Website,Complaint,Police,Fare Evasion,M50 - 16th St. Mission (SF),43164.74028,43171.44097,7
Website,Complaint,Maintenance and Equipment,Escalator,M16 - Embarcadero (SF),43164.66597,43171.42708,7
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43164.66528,43164.72222,0
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),3/5/18 14:22,3/9/18 17:27,4
Website,Complaint,Parking,Parking Misc.,L30 - Dublin/Pleasanton,3/5/18 14:14,3/9/18 17:18,4
Website,Complaint,Quality of Life,Transient,C10 - Rockridge (Oakland),3/5/18 13:51,3/9/18 17:11,4
Website,Complaint,Police,Police Misc.,,3/5/18 11:18,3/5/18 17:27,0
Website,Complaint,Service,Caltrain Connection,,3/5/18 10:37,3/13/18 9:05,8
Website,Complaint,Maintenance and Equipment,Escalator,M16 - Embarcadero (SF),3/5/18 10:29,3/9/18 17:08,4
Website,Complaint,Station Cleanliness,Grounds,R60 - Richmond,3/5/18 10:27,3/6/18 9:27,1
Website,Complaint,Service,Crowded Trains,,3/5/18 10:26,3/12/18 17:44,7
Phone,Complaint,Station Cleanliness,Grounds,A50 - Bay Fair (San Leandro),3/5/18 10:25,3/5/18 10:27,0
Website,Complaint,Service,Crowded Trains,,3/5/18 9:46,3/12/18 17:42,7
Website,Complaint,Maintenance and Equipment,Escalator,K10 - 12th St. Oakland City Center,3/5/18 8:46,3/5/18 9:04,0
Website,Complaint,Passenger Information,Inadequate/Incorrect,W30 - San Bruno,3/5/18 8:43,3/5/18 8:43,0
Website,Complaint,Station Cleanliness,Facilities Maintenance Misc.,C60 - Concord,3/5/18 8:31,3/5/18 8:52,0
Website,Complaint,Station Cleanliness,Grounds,W30 - San Bruno,3/5/18 7:53,3/5/18 8:42,0
Website,Complaint,Maintenance and Equipment,Escalator,,3/5/18 7:42,3/13/18 9:06,8
Website,Complaint,Trains,Trains Misc.,,3/5/18 7:37,3/9/18 16:34,4
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43164.30972,43167.58681,3
Website,Complaint,Maintenance and Equipment,Escalator,W30 - San Bruno,43164.30764,43168.68333,4
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43164.26597,43165.42014,1
Website,Complaint,Announcements,Quality Train Announcements,,43163.68333,43168.66597,5
Website,Complaint,Maintenance and Equipment,Courtesy Phones,M40 - Civic Center/UN Plaza (SF),43162.68681,43168.44931,6
Website,Complaint,Policies,Operations,,43162.49306,43168.42778,6
Website,Complaint,Announcements,Quality Train Announcements,,43162.40069,43167.71944,5
Website,Complaint,Passenger Information,Directional Signage,,3/3/18 9:31,3/8/18 17:12,5
Website,Complaint,Parking,Paid,,3/3/18 9:25,3/8/18 16:36,5
Website,Complaint,Police,Police Misc.,,3/3/18 7:18,3/8/18 16:19,5
Ground Mail,Complaint,Policies,Ticket Exchange,M16 - Embarcadero (SF),3/2/18 20:02,,40
Website,Complaint,Station Cleanliness,Plaza,M80 - Balboa Park (SF),3/2/18 19:27,3/13/18 9:47,11
Ground Mail,Complaint,Quality of Life,Unclean Individual,,3/2/18 19:23,,40
Website,Complaint,Police,Lack of Presence - STA,C80 - Pittsburg/Bay Point,3/2/18 19:14,3/13/18 9:53,11
Phone,Complaint,Police,Lack of Presence - Train,M10 - West Oakland,3/2/18 18:54,,40
Phone,Complaint,Police,Lack of Presence - STA,C80 - Pittsburg/Bay Point,3/2/18 18:53,,40
Website,Complaint,Policies,Operations,R10 - Ashby (Berkeley),3/2/18 16:38,3/14/18 11:11,12
Website,Complaint,Police,Lack of Presence - STA,,3/2/18 14:50,3/2/18 14:57,0
Phone,Complaint,Policies,Refunds,,3/2/18 14:14,3/2/18 14:38,0
Website,Complaint,Police,Lack of Presence - Train,,3/2/18 13:41,3/2/18 14:06,0
Phone,Complaint,Maintenance and Equipment,Lighting,C80 - Pittsburg/Bay Point,3/2/18 13:33,3/2/18 13:34,0
Website,Complaint,AFC,Vendor Inoperative,W10 - Colma,3/2/18 12:56,3/2/18 13:20,0
Phone,Complaint,Parking,Parking Misc.,C40 - Walnut Creek,3/2/18 12:09,3/2/18 13:13,0
Phone,Complaint,Station Cleanliness,Escalators,M40 - Civic Center/UN Plaza (SF),43161.49444,43161.49514,0
Phone,Complaint,Passenger Information,Inadequate/Incorrect,R50 - El Cerrito del Norte,43161.37778,43161.37847,0
Website,Complaint,Service,Delays,R30 - North Berkeley,43161.37361,43172.41389,11
Website,Complaint,Service,Closed Door,R10 - Ashby (Berkeley),43161.36736,43161.54653,0
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,C40 - Walnut Creek,43161.34861,43161.54028,0
Website,Complaint,Police,Lack of Presence - Train,,43161.34722,43161.53819,0
Website,Complaint,Police,Lack of Presence - STA,C80 - Pittsburg/Bay Point,43161.33472,43161.53333,0
Website,Complaint,Quality of Life,Transient,L30 - Dublin/Pleasanton,3/2/18 7:22,3/2/18 12:45,0
Website,Complaint,Maintenance and Equipment,M&E Misc.,C30 - Lafayette,3/2/18 7:21,3/2/18 12:41,0
Website,Complaint,Service,Crowded Trains,C30 - Lafayette,3/2/18 6:00,3/2/18 12:36,0
Website,Complaint,Police,Lack of Presence - Train,,3/2/18 5:51,3/2/18 12:34,0
Website,Complaint,Police,Lack of Presence - STA,,3/2/18 0:12,3/2/18 12:32,1
Website,Complaint,Police,Lack of Presence - STA,W10 - Colma,3/1/18 21:40,3/2/18 11:50,1
Website,Complaint,Trains,Trains Misc.,,3/1/18 21:22,3/2/18 11:54,1
Website,Complaint,Policies,Policies Misc.,,3/1/18 19:56,3/2/18 11:44,1
Website,Complaint,Police,Lack of Presence - Train,L30 - Dublin/Pleasanton,3/1/18 19:39,3/2/18 11:17,1
Website,Complaint,Police,Lack of Presence - STA,M50 - 16th St. Mission (SF),3/1/18 19:33,3/2/18 10:58,1
Website,Complaint,Service,Delays,C50 - Pleasant Hill/Contra Costa Centre,3/1/18 18:18,3/2/18 10:17,1
Website,Complaint,Maintenance and Equipment,TDS Signs Not Working,M30 - Powell St. (SF),3/1/18 18:16,3/2/18 10:14,1
Phone,Complaint,AFC,Gate Malfunction,K30 - MacArthur (Oakland),3/1/18 17:47,3/1/18 17:47,0
Phone,Complaint,Parking,Parking Misc.,C40 - Walnut Creek,3/1/18 17:39,3/1/18 17:39,0
Website,Complaint,Trains,Trains Misc.,,3/1/18 17:08,3/2/18 10:10,1
Website,Complaint,Police,Lack of Presence - STA,C80 - Pittsburg/Bay Point,3/1/18 16:25,3/2/18 9:46,1
Phone,Complaint,Service,Closed Door,,43160.54167,43160.54167,0
Phone,Complaint,Quality of Life,Unclean Individual,W20 - South San Francisco,43160.53889,43160.53958,0
Phone,Complaint,Quality of Life,Unclean Individual,C80 - Pittsburg/Bay Point,43160.51875,43160.52431,0
Website,Complaint,Police,Lack of Presence - Train,,43160.4625,43160.48542,0
Website,Complaint,Service,Delays,,43160.45764,43160.47569,0
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43160.43681,43160.46181,0
Website,Complaint,Police,Lack of Presence - Train,C40 - Walnut Creek,43160.43194,43160.46111,0
Website,Complaint,Service,Scheduling,A30 - Coliseum,3/1/18 9:52,3/1/18 10:22,0
Website,Complaint,Service,Delays,,3/1/18 9:01,3/1/18 12:01,0
Phone,Complaint,Police,Lack of Presence - STA,R10 - Ashby (Berkeley),3/1/18 9:01,3/1/18 9:01,0
Website,Complaint,Service,Service Misc.,,3/1/18 8:44,3/1/18 11:56,0
Website,Complaint,Service,Delays,,3/1/18 8:36,3/1/18 11:53,0
Website,Complaint,Police,Police Misc.,C40 - Walnut Creek,3/1/18 8:35,3/1/18 11:33,0
Website,Complaint,Quality of Life,Transient,,3/1/18 8:33,3/1/18 8:59,0
Website,Complaint,Passenger Information,Improve Website,,3/1/18 8:31,3/1/18 11:13,0
Website,Complaint,Parking,Parking Misc.,C50 - Pleasant Hill/Contra Costa Centre,3/1/18 8:30,3/1/18 9:35,0
Website,Complaint,Parking,Crowded Lots,L20 - West Dublin/Pleasanton,3/1/18 8:24,3/1/18 9:14,0
Website,Complaint,Police,Lack of Presence - Train,,3/1/18 7:32,3/1/18 9:10,0
Website,Complaint,Quality of Life,Transient,C80 - Pittsburg/Bay Point,3/1/18 7:13,3/1/18 9:19,0
Website,Complaint,Announcements,No Destination/Arrival Announcement,A90 - Fremont,3/1/18 7:04,3/1/18 9:05,0
Website,Complaint,Service,Delays,L30 - Dublin/Pleasanton,3/1/18 6:13,3/1/18 10:55,0
Website,Complaint,Police,Lack of Presence - STA,A30 - Coliseum,2/28/18 20:54,3/1/18 10:12,1
Website,Complaint,Police,Lack of Presence - Train,,2/28/18 20:46,3/1/18 9:12,1
Website,Complaint,Train Cleanliness,Interior Car Cleanliness,,43159.78889,43160.34722,1
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),43159.74167,43160.39236,1
Website,Complaint,Station Cleanliness,Stairs,M40 - Civic Center/UN Plaza (SF),43159.71667,43160.35833,1
Website,Complaint,Police,Lack of Presence - Train,R10 - Ashby (Berkeley),43159.71111,43160.42222,1
Phone,Complaint,AFC,Gate Malfunction,M16 - Embarcadero (SF),43159.70278,43159.70347,0
Website,Complaint,Maintenance and Equipment,Elevator,M40 - Civic Center/UN Plaza (SF),43159.63958,43159.64514,0
Website,Complaint,Police,Lack of Presence - STA,M40 - Civic Center/UN Plaza (SF),43159.60764,43159.61389,0
Comment Card,Complaint,Police,Police Misc.,M30 - Powell St. (SF),2/28/18 14:03,2/28/18 15:23,0
Comment Card,Complaint,Station Cleanliness,Facilities Maintenance Misc.,,2/28/18 14:01,3/1/18 12:03,1
Comment Card,Complaint,Station Cleanliness,Facilities Maintenance Misc.,A40 - San Leandro,2/28/18 13:58,2/28/18 14:25,0
Comment Card,Complaint,Maintenance and Equipment,Escalator,M20 - Montgomery St. (SF),2/28/18 13:54,3/1/18 8:02,1
Comment Card,Complaint,Quality of Life,Unclean Individual,,2/28/18 13:49,2/28/18 15:43,0
Comment Card,Complaint,Station Cleanliness,Parking Garage,A20 - Fruitvale (Oakland),2/28/18 13:37,2/28/18 15:39,0
Comment Card,Complaint,Maintenance and Equipment,Escalator,,2/28/18 13:32,2/28/18 15:28,0
Website,Complaint,Parking,Parking Misc.,C40 - Walnut Creek,2/28/18 12:39,2/28/18 12:57,0
Comment Card,Complaint,AFC,AFC Misc.,,2/28/18 12:27,2/28/18 15:37,0
Comment Card,Complaint,Maintenance and Equipment,M&E Misc.,,2/28/18 10:58,2/28/18 13:04,0
Website,Complaint,Police,Lack of Presence - STA,,2/28/18 10:58,2/28/18 13:25,0
Comment Card,Complaint,Station Cleanliness,Facilities Maintenance Misc.,M90 - Daly City,2/28/18 10:53,3/1/18 8:02,1
Comment Card,Complaint,Maintenance and Equipment,M&E Misc.,M10 - West Oakland,2/28/18 10:23,2/28/18 14:35,0
Website,Complaint,AFC,Parkmaster Inoperative,C10 - Rockridge (Oakland),2/28/18 10:19,2/28/18 11:28,0
Comment Card,Complaint,Police,Police Misc.,M60 - 24th St. Mission (SF),2/28/18 9:34,2/28/18 9:56,0
Website,Complaint,Trains,Doors Inoperative,,2/28/18 9:09,2/28/18 9:20,0
Website,Complaint,Trains,Air Conditioning Inoperative,,43159.375,43159.38819,0
Website,Complaint,Announcements,Announcements Misc.,S20 - Warm Springs,43159.36181,43159.41181,0
